Human gene name,Human gene stable ID,Gene name
NAT8,ENSG00000144035,Nat8f5
GPRASP1,ENSG00000198932,Gprasp1
GZMH,ENSG00000100450,Gzme
NAT8B,ENSG00000204872,Nat8
NAT8,ENSG00000144035,Nat8
,,A830009L08Rik
,,Ptges3-ps
NAT8B,ENSG00000204872,Nat8f2
NAT8,ENSG00000144035,Nat8f2
GZMH,ENSG00000100450,Gzmd
,,Gm43309
QRFPR,ENSG00000186867,Qrfprl
,,Gm56588
,,Gm32401
GZMH,ENSG00000100450,Gzmg
,,Gm2848
,,Gm47469
ROCK1,ENSG00000067900,Rock1
,,Gm45615
,,Gm45454
,,Gm9547
,,Gm47730
GZMH,ENSG00000100450,Gzmn
ZNF226,ENSG00000167380,Zfp61
,,Mir7646
,,Mir1970
GPRASP3,ENSG00000198908,Bhlhb9
ARMCX5-GPRASP2,ENSG00000286237,Bhlhb9
,,Gm52054
,,Gm56591
,,A830082K12Rik
TM2D1,ENSG00000162604,Tm2d1
,,Gm18716
,,Gm41556
,,Gm4022
,,Gm18913
,,Gm8961
NAT8B,ENSG00000204872,Nat8f4
NAT8,ENSG00000144035,Nat8f4
,,Gm8963
,,Trp53cor1
GZMH,ENSG00000100450,Gzmf
,,Mir9-2hg
,,Gm55841
GRIN2A,ENSG00000183454,Grin2a
CDKN1A,ENSG00000124762,Cdkn1a
GZMB,ENSG00000100453,Gzmc
NAT8B,ENSG00000204872,Nat8f1
NAT8,ENSG00000144035,Nat8f1
TRMT112,ENSG00000173113,Trmt112
COPB1,ENSG00000129083,Copb1
,,Wbp11
BRCA1,ENSG00000012048,Brca1
FBXW12,ENSG00000164049,Fbxw27
,ENSG00000281808,Gm24118
,ENSG00000212589,Gm24118
,ENSG00000212461,Gm24118
,,Gm4819
GZMB,ENSG00000100453,Gzmb
,,Dino
RAB44,ENSG00000255587,Rab44
,,1810034E14Rik
SPINK8,ENSG00000229453,Spink8
GPRASP2,ENSG00000158301,Gprasp2
ESRRA,ENSG00000173153,Esrra
,,Gm48200
ATP12A,ENSG00000075673,Atp12a
,,Gm35330
,,Gm56592
,,Gm37074
SHF,ENSG00000138606,Shf
,,Gm17750
METTL13,ENSG00000010165,Mettl13
ANAPC13,ENSG00000129055,Anapc13
RNU6-628P,ENSG00000222607,Gm55877
MED8,ENSG00000159479,Med8
,,Gm56593
,,2810429I04Rik
ZNF45,ENSG00000124459,Zfp94
,,Gm45854
,,Gm45853
,,4933406B17Rik
TTI2,ENSG00000129696,Tti2
,,Mir6990
CATSPERZ,ENSG00000219435,Catsperz
,,4930533D04Rik
,,Gm10873
,,Gm36957
,,Rpl35a-ps3
RNF17,ENSG00000132972,Rnf17
NME6,ENSG00000172113,Nme6
,,Gm7572
CPNE5,ENSG00000124772,Cpne5
,,Gm3890
MME,ENSG00000196549,Mme
,,Gm6611
,,Gm17106
,,n-R5s33
IQCG,ENSG00000114473,Iqcg
,,Gm44513
,,Gm15465
,,Gm17982
TESC,ENSG00000088992,Tescl
BAD,ENSG00000002330,Bad
PSMA1,ENSG00000129084,Psma1
ELOVL1,ENSG00000066322,Elovl1
,,Rpl35a
C12orf60,ENSG00000182993,BC049715
NENF,ENSG00000117691,Nenf
SCGB3A1,ENSG00000161055,Scgb3a1
CCDC113,ENSG00000103021,Ccdc113
SND1,ENSG00000197157,Snd1
,,Gm24409
,ENSG00000207503,Gm56130
,ENSG00000206776,Gm56130
,,Gm13361
,,Gm13363
,,Gm13360
PACC1,ENSG00000065600,Pacc1
,,Gm13328
RNU6-383P,ENSG00000222796,Gm23970
,,Gm17171
,,Gm13335
CNOT6,ENSG00000113300,Cnot6
,,Gm56138
,,Gm13362
,,1700112L15Rik
,,Gm56074
NAXD,ENSG00000213995,Naxd
,,Gm26244
LYPD5,ENSG00000159871,Lypd5
,,Gm50032
,,Gm7156
,,Gm19052
,,Gm5686
,,Gm50033
,,Gm55189
DLGAP4,ENSG00000080845,Dlgap4
,,Gm54389
,,Gm9955
FHOD3,ENSG00000134775,Fhod3
CDK15,ENSG00000138395,Cdk15
FURIN,ENSG00000140564,Furin
PLCB3,ENSG00000149782,Plcb3
CAMP,ENSG00000164047,Camp
,,Gm50054
PPIL1,ENSG00000137168,Ppil1
ECT2L,ENSG00000203734,Ect2l
LMLN,ENSG00000185621,Lmln
CDC25A,ENSG00000164045,Cdc25a
CDC20,ENSG00000117399,Cdc20
,,Gm12191
,,Gm12192
,,Gm55768
,,Gm12193
GFPT2,ENSG00000131459,Gfpt2
,,Gm50068
,,Gm55399
,,Mir1947
C6orf89,ENSG00000198663,BC004004
,,Gm23916
SNX4,ENSG00000114520,Snx4
RNU6-837P,ENSG00000212358,Gm24392
CENPJ,ENSG00000151849,Cenpj
,,Pramel3b
,,Gm12858
AGRN,ENSG00000188157,Agrn
CCDC28A,ENSG00000024862,Ccdc28a
,,Gm43215
,,Gm32702
,,Gm56614
,,Gm43214
,,Gm46430
STAP1,ENSG00000035720,Stap1
,,Pramel3e
,,Gm29016
,,Gm56616
,,Pramel3d
,,Gm37737
PPP2R5A,ENSG00000066027,Ppp2r5a
,,Gm49329
,,Gm36264
,,Pramel3a
,,Gm56617
BACE2,ENSG00000182240,Bace2
,,Eprn
TNIP3,ENSG00000050730,Tnip3
NCOR1,ENSG00000141027,Ncor1
,,Gm49327
KLHL3,ENSG00000146021,Klhl3
PDE3B,ENSG00000152270,Pde3b
,,Pramel3c
,,Gm10827
,,Gm20474
Y_RNA,ENSG00000206662,Gm55481
,,Gm48229
PARP4,ENSG00000102699,Parp4
NHSL1,ENSG00000135540,Nhsl1
,,Gm21056
,,Gm18795
AMOTL2,ENSG00000114019,Amotl2
,,Gm49681
,,2210009P08Rik
,,Gm34240
,,Gm31258
,,Gm37466
,,Strit1
,,9430092D12Rik
,,Gm37279
,,Gm55576
,,Gm38071
FZD7,ENSG00000155760,Fzd7
,,Gm37063
PHTF1,ENSG00000116793,Phtf1
,,Gm37241
,,Pramex1
MIR874,ENSG00000216009,Mir874
,,Gm26813
HNRNPA0,ENSG00000177733,Hnrnpa0
,,Gm36963
,,Gm37606
,,Gm2272
,,Serpina3h
MIR99A,ENSG00000207638,Mir99a
MIRLET7C,ENSG00000199030,Mirlet7c-1
,,Gm37311
,,Gm56576
,,Gm32200
,,Mir125b-2
,,1700066J03Rik
,,C130023A14Rik
,,9530003O04Rik
,,Gm37694
,,Gm37688
,,Gm17333
,,Gm37432
ZCCHC12,ENSG00000174460,Zcchc18
ZCCHC18,ENSG00000166707,Zcchc18
,,Gm49589
,,Gm48295
,,9430037O13Rik
,,Gm44851
,,Gm54815
KIAA2012,ENSG00000182329,Gm973
,,AA914427
IDNK,ENSG00000148057,Idnk
,,Gm24524
,,Gm41452
,,4833415N18Rik
KMT5C,ENSG00000133247,Kmt5c
SLC15A4,ENSG00000139370,Slc15a4
,,Gm56594
,,Gm32196
,,Gm56596
,,4930404I05Rik
,,Gm56597
SMCO3,ENSG00000179256,Smco3
,,Gm56598
,,Gm56599
PPP1R14B,ENSG00000173457,Ppp1r14b
MPHOSPH8,ENSG00000196199,Mphosph8
,,Gm49678
,,Gm19196
ZC4H2,ENSG00000126970,Zc4h2
,,Gm56600
,,Gm41485
,,Gm56602
,,Gm44069
,,Gm56604
LRRC4,ENSG00000128594,Lrrc4
,,Gm17518
SNORA35B,ENSG00000271907,Gm25107
,,Gm56605
VN1R5,ENSG00000197617,Vmn1r239-ps
,,Gm56606
,,Gm56607
,,Gm30693
,,Gm37940
,,Gm41469
NDNF,ENSG00000173376,Ndnf
SYCP3,ENSG00000139351,Gm16405
,,Gm56608
RNF144A,ENSG00000151692,Rnf144a
,,Gm41442
,,Gm30505
SYCP3,ENSG00000139351,Gm16430
,ENSG00000286264,Fkbp2
MIR129-1,ENSG00000207705,Mir129-1
,,Gm15490
,,Gm18942
,,2610020C07Rik
ART4,ENSG00000111339,Art4
HEBP2,ENSG00000051620,Hebp2
MAK16,ENSG00000198042,Mak16
,,Gm28411
,,Gm14595
UBQLN1,ENSG00000135018,Ubqln1
,,1700122D07Rik
SUMO1,ENSG00000116030,Sumo1
,,Gm14940
,,Rps12-ps18
,,Gm50465
,,Astx1b
,,Gm16838
LEP,ENSG00000174697,Lep
,,Rps12-ps15
,,Gm17361
,,Gm53058
,,Gm50485
,,Gm48297
,,Gm21616
ARFGEF3,ENSG00000112379,Arfgef3
,,Rps12-ps17
CCDC146,ENSG00000135205,Ccdc146
,,Gm15638
,,Gm50486
,,Astx4c
VEGFB,ENSG00000173511,Vegfb
,,Rps12-ps13
RNU1-109P,ENSG00000206687,Gm25589
,,Gm17693
MGP,ENSG00000111341,Mgp
,,Astx1c
,,1810044K17Rik
,,4930549C15Rik
,,Rps12-ps14
,,Gm17522
,,Gm56609
,,4930483P17Rik
,,Gm17522
,,Mir6538
VAMP4,ENSG00000117533,Vamp4
,,Gm47799
,,Astx4d
,,A230028O05Rik
RSAD2,ENSG00000134321,Rsad2
,,Gm4827
,,Rps12-ps16
,,Astx3
,,Gm56611
PRSS54,ENSG00000103023,Prss54
,,2310015D24Rik
,,Gm9637
,,Gm14957
,,Gm5630
,,Gm33022
,,Gm14971
,,Gm6122
,,Gm7746
ERP27,ENSG00000139055,Erp27
,,Gm48099
RNF128,ENSG00000133135,Rnf128
,,Gm56612
,,Gm48098
,,Gm8584
,,Gm34680
,,1700007L15Rik
,,Gm8582
,,Gm48785
,,Gm56615
,,Gm7089
,,E330011O21Rik
,,Gm18275
,,Gm48782
,,Gm48781
,,Gm43474
UBE2E2,ENSG00000182247,Ube2e2
FGL2,ENSG00000127951,Fgl2
RAD18,ENSG00000070950,Rad18
FAM185A,ENSG00000222011,Fam185a
PABIR2,ENSG00000156504,Pabir2
DNAJC4,ENSG00000110011,Dnajc4
,,Gm5912
,,Gm31518
,,Gm45702
GINS3,ENSG00000181938,Gins3
,,Gm15544
GLT1D1,ENSG00000151948,Glt1d1
,,Gm6013
KCNN4,ENSG00000104783,Kcnn4
FUT10,ENSG00000172728,Fut10
NUDT22,ENSG00000149761,Nudt22
,,Gm32926
,,Gm4922
,,Gm15916
,,Mir7089
,,Gm4644
,ENSG00000281808,Gm22499
,ENSG00000212589,Gm22499
,ENSG00000212461,Gm22499
,,Gm4939
,,Gm5627
,,Gm6781
,,Gm22350
UBE2E1,ENSG00000170142,Ube2e1
PERP,ENSG00000112378,Perp
,,Gm36958
,,Gm47416
,,Gm18655
,,Gm34322
,,Gm47240
,,Gm47241
,,Gm19208
,,Gm48483
RPLP1,ENSG00000137818,Rplp1
,,Gm32624
TNFAIP3,ENSG00000118503,Tnfaip3
,,B130034C11Rik
,,Gm14174
,,Gm14172
,,4930405A21Rik
RYK,ENSG00000163785,Ryk
CYP2R1,ENSG00000186104,Cyp2r1
,,9430053O09Rik
MYL9,ENSG00000101335,Myl9
,,Gm48357
,,Gm56618
,,Gm56570
,,Gm56619
,,Gm48432
,,Gm56620
,,Gm48441
,,2010309G21Rik
TMEM132D,ENSG00000151952,Tmem132d
GKAP1,ENSG00000165113,Gkap1
NKIRAS1,ENSG00000197885,Nkiras1
,,Gm8051
,,Gm8168
,,7420700N18Rik
TRPT1,ENSG00000149743,Trpt1
,,Gm19096
,,Gm14231
,,Gm53049
,,Gm46344
,,Gm46565
,,1700020D12Rik
,,Gm45303
,,Gm47847
SLC28A2,ENSG00000137860,Slc28a2
CMPK2,ENSG00000134326,Cmpk2
,,Gm55793
,,Gm38572
,,Gm56621
,,Gm48559
,,6330408M09Rik
Y_RNA,ENSG00000200769,Gm55795
,,Gm18983
,,Gm4633
,,Gm5117
,,Gm18624
CARS2,ENSG00000134905,Cars2
,,Gm18625
,,E130310I04Rik
,,Gm49362
,,Gm18626
,,Gm17132
,,Gm17131
,,Gm42497
,,Gm48110
,,Gm18615
RPL15,ENSG00000174748,Rpl15
WSCD2,ENSG00000075035,Wscd2
FERMT3,ENSG00000149781,Fermt3
,,Gm48153
,,Gm32461
,,Gm3742
,,Gm21937
PABIR3,ENSG00000156500,Pabir3
,,Gm52984
COX6B2,ENSG00000160471,Cox6b2
,,Gm48150
,,Gm21559
RN7SKP218,ENSG00000222154,Gm55879
,,Gm21569
,,D430013B06Rik
,,Gm5705
,,Gm21939
,,Gm29596
,,Gm48152
MYOC,ENSG00000034971,Myoc
,,Gm48165
,,Gm48149
,,Gm48154
,,Gm56622
,,Gm17177
,,Gm32679
,,Gm48151
,,Gm56623
,,Speer6-ps1
,,Gm21038
,,Gm15657
,,Gm1995
,,Gm18627
,,Myocos
,,Gm49363
,,Gm16505
,,Gm42496
,,Gm18616
,,Gm42817
,,Gm9973
,,Gm18628
,,Gm43388
,,Gm42495
,,Gm46992
,,Gm42500
,,Gm26569
,,4930573I07Rik
,,Gm18629
RN7SKP183,ENSG00000252978,Gm54807
,,Gm14585
,,Gm46993
MOSPD1,ENSG00000101928,Mospd1
RN7SKP254,ENSG00000222617,Gm54395
,,Gm18247
,,Zp4-ps
PDGFRB,ENSG00000113721,Pdgfrb
,,Gm42499
,,Gm46998
,,Gm46997
,,Gm36457
,,Gm46994
UBA6,ENSG00000033178,Uba6
,,Gm7084
,,Gm46995
,,Gm20319
NR1D2,ENSG00000174738,Nr1d2
DTL,ENSG00000143476,Dtl
,,Gm46996
,,Gm5789
,,Gm18617
,,Gm5442
,,1700124M09Rik
,,Gm8587
,,Gm48545
,,Vmn2r-ps99
,,Gm48459
,,Tpi-rs5
,,Gm48487
,,Gm48546
,,Gm20139
,,Gm33654
STIP1,ENSG00000168439,Stip1
,,Vmn2r-ps102
,,Gm5955
,,Gm8605
,,Gm56624
,,Gm48513
,,Gm7213
,,Vmn2r-ps104
,,Gm41505
,,Gm33056
,,Gm18630
OLIG3,ENSG00000177468,Olig3
GARIN5B,ENSG00000180043,Garin5b
PRAMEF15,ENSG00000204501,Pramel51
PRAMEF9,ENSG00000204505,Pramel51
PRAMEF26,ENSG00000280267,Pramel51
PRAMEF2,ENSG00000120952,Pramel51
PRAMEF13,ENSG00000279169,Pramel51
PRAMEF8,ENSG00000182330,Pramel51
PRAMEF25,ENSG00000229571,Pramel51
PRAMEF4,ENSG00000243073,Pramel51
PRAMEF7,ENSG00000204510,Pramel51
PRAMEF27,ENSG00000274764,Pramel51
PRAMEF5,ENSG00000270601,Pramel51
PRAMEF18,ENSG00000279804,Pramel51
PRAMEF12,ENSG00000116726,Pramel51
PRAMEF20,ENSG00000204478,Pramel51
PRAMEF10,ENSG00000187545,Pramel51
PRAMEF1,ENSG00000116721,Pramel51
PRAMEF11,ENSG00000239810,Pramel51
PRAMEF6,ENSG00000232423,Pramel51
PRAMEF14,ENSG00000204481,Pramel51
PRAMEF19,ENSG00000204480,Pramel51
PRAMEF33,ENSG00000237700,Pramel51
PRAMEF17,ENSG00000204479,Pramel51
,,Gm48563
IFNGR1,ENSG00000027697,Ifngr1
,,Gpr137b-ps
,,Gm56626
,,Gm48481
,,Gm15640
,,Gm6773
,,Gm19290
,,Gm56628
,,Gm55483
,,Gm47427
,,B630019A10Rik
,,4833428L15Rik
THRB,ENSG00000151090,Thrb
KIF23,ENSG00000137807,Kif23
IL11,ENSG00000095752,Il11
,,Mir99ahg
,,Gm18631
,,Gm48553
,,Gm48560
,,Gm18618
,,Gm14086
,,Bambi-ps1
,,Gm48561
,,Gm21039
ARHGDIB,ENSG00000111348,Arhgdib
,,Gm7104
TGIF2,ENSG00000118707,Tgif2
,,Gm8634
,,Gm14584
,,Gm48564
,,Etd
,,Gm18619
,,Gm18632
TMEM190,ENSG00000160472,Tmem190
,,Gm8655
,,Gm14529
,,Gm48572
,,Gm55599
,,Gm18620
,,Gm50435
RP2,ENSG00000102218,Rp2
,,Hmgb1-ps4
,,Gm54546
,,Gm48577
,,2410152P15Rik
,,Gm6190
,,Gm14968
,,Gm5655
,,3200001D21Rik
RPS6KA4,ENSG00000162302,Rps6ka4
SMG9,ENSG00000105771,Smg9
SPTLC2,ENSG00000100596,Sptlc2
,,Gm37790
CPEB3,ENSG00000107864,Cpeb3
SLC28A2,ENSG00000137860,Slc28a2b
ING1,ENSG00000153487,Ing1
IL22RA2,ENSG00000164485,Il22ra2
,,Gm48321
,,Gm55487
,,Gm48320
,,Gm48312
,,Pou5f1-rs6
,,Gm18078
PRDM5,ENSG00000138738,Prdm5
,,Tpi-rs9
ANKRD10,ENSG00000088448,Ankrd10
RARB,ENSG00000077092,Rarb
IL20RA,ENSG00000016402,Il20ra
MPL,ENSG00000117400,Mpl
,,4930518I15Rik
Metazoa_SRP,ENSG00000273886,Gm56145
Metazoa_SRP,ENSG00000278724,Gm56145
RAB5IF,ENSG00000101084,Rab5if
SLCO2A1,ENSG00000174640,Slco2a1
,,Gm33332
,,Gm25256
SLC35D3,ENSG00000182747,Slc35d3
PEX7,ENSG00000112357,Pex7
,,Gm48806
,,Gm48873
NOP58,ENSG00000055044,Nop58
,,Gm8557
ALKBH1,ENSG00000100601,Alkbh1
CKAP5,ENSG00000175216,Ckap5
,,Gm42498
FZD10,ENSG00000111432,Fzd10
,,Gm18363
SFRP4,ENSG00000106483,Sfrp4
GNRHR,ENSG00000109163,Gnrhr
,,Gm9085
,,Gm14537
,,Gm14884
,,Gm14538
RGN,ENSG00000130988,Rgn
BLM,ENSG00000197299,Blm
CSF1R,ENSG00000182578,Csf1r
,,Gm48162
FBXL13,ENSG00000161040,Fbxl13
HLTF,ENSG00000071794,Hltf
TOP2B,ENSG00000077097,Top2b
,,Mir7238
,,Gm45592
,,Spaca7b
,,Gm14539
RNU2-13P,ENSG00000251718,Gm23628
NDUFB11,ENSG00000147123,Ndufb11
,,Gm55662
,,Gm20445
PDE6H,ENSG00000139053,Pde6h
,,Gm55788
,,Gm55789
,,Gm47606
,,Gm22595
RBM10,ENSG00000182872,Rbm10
,,Mir3068
,,Gm47468
SNORA58,ENSG00000249020,Gm54509
,ENSG00000201003,Gm54509
,,Gm29362
,,Fbxw17
SLIRP,ENSG00000119705,Slirp
PAQR5,ENSG00000137819,Paqr5
,,Gm7562
,,4930465I24Rik
,,Gm7600
,,Gm6524
Metazoa_SRP,ENSG00000273886,Gm27956
Metazoa_SRP,ENSG00000278724,Gm27956
,,4930544G11Rik
NWD1,ENSG00000188039,Nwd1
,,Gm48714
MAP3K5,ENSG00000197442,Map3k5
,,Gm30055
RBM28,ENSG00000106344,Rbm28
ISG15,ENSG00000187608,Isg15
,,Gm10045
PERM1,ENSG00000187642,Perm1
PI16,ENSG00000164530,Pi16
TIE1,ENSG00000066056,Tie1
SNW1,ENSG00000100603,Snw1
,,Gm55790
RAB6B,ENSG00000154917,Rab6b
,ENSG00000283205,Gm47429
NUTM2F,ENSG00000130950,Nutm2
NUTM2G,ENSG00000188152,Nutm2
NUTM2E,ENSG00000228570,Nutm2
NUTM2D,ENSG00000214562,Nutm2
NUTM2B,ENSG00000188199,Nutm2
NUTM2A,ENSG00000184923,Nutm2
EIF1AX,ENSG00000173674,Eif1ad12
EIF1AX,ENSG00000173674,Eif1ad8
EIF1AX,ENSG00000173674,Eif1ad6
,,Mir683-1
,,Gm20789
UBL5,ENSG00000198258,Ubl5b
,,Gm37166
EIF1AX,ENSG00000173674,Eif1ad19
GLCE,ENSG00000138604,Glce
,,Mir683-2
,,Gm54749
,,Gm8765
EIF1AX,ENSG00000173674,Eif1ad13
EIF1AX,ENSG00000173674,Eif1ad2
UBL5,ENSG00000198258,Ubl5c
EIF1AX,ENSG00000173674,Eif1ad3
EIF1AX,ENSG00000173674,Eif1ad4
TMEM238,ENSG00000233493,Tmem238
EIF1AX,ENSG00000173674,Eif1ad14
,,4930518P08Rik
,,Mir6983
,,Mir5133
,,Gm47262
,,A730043L09Rik
PRAMEF15,ENSG00000204501,Gm2042
PRAMEF9,ENSG00000204505,Gm2042
PRAMEF26,ENSG00000280267,Gm2042
PRAMEF2,ENSG00000120952,Gm2042
PRAMEF13,ENSG00000279169,Gm2042
PRAMEF8,ENSG00000182330,Gm2042
PRAMEF25,ENSG00000229571,Gm2042
PRAMEF4,ENSG00000243073,Gm2042
PRAMEF7,ENSG00000204510,Gm2042
PRAMEF27,ENSG00000274764,Gm2042
PRAMEF5,ENSG00000270601,Gm2042
PRAMEF18,ENSG00000279804,Gm2042
PRAMEF12,ENSG00000116726,Gm2042
PRAMEF20,ENSG00000204478,Gm2042
PRAMEF10,ENSG00000187545,Gm2042
PRAMEF1,ENSG00000116721,Gm2042
PRAMEF11,ENSG00000239810,Gm2042
PRAMEF6,ENSG00000232423,Gm2042
PRAMEF14,ENSG00000204481,Gm2042
PRAMEF19,ENSG00000204480,Gm2042
PRAMEF33,ENSG00000237700,Gm2042
PRAMEF17,ENSG00000204479,Gm2042
SLC4A9,ENSG00000113073,Slc4a9
,,Gm2654
,,Gm19009
,,Gm55792
,,Ndufab1-ps
SPESP1,ENSG00000258484,Spesp1
,,Gm48676
IRGC,ENSG00000124449,Irgc
NSUN2,ENSG00000037474,Nsun2
,,Gm35288
SRPRB,ENSG00000144867,Srprb
CALCA,ENSG00000110680,Calca
SNORD70,ENSG00000212534,Snord70
SNORD70B,ENSG00000212309,Gm26293
SNORD11B,ENSG00000271852,Gm26287
,ENSG00000238819,Snord11
SNORD11,ENSG00000238317,Snord11
,,Gm44404
,,Gm48163
INTS7,ENSG00000143493,Ints7
,,Gm23625
NGLY1,ENSG00000151092,Ngly1
LRRC17,ENSG00000128606,Lrrc17
,,Gm55663
,,Gm5876
,,Gm46603
PRRT4,ENSG00000224940,Prrt4
MTCH1,ENSG00000137409,Mtch1
,,Gm6543
,,Gm8539
,,Tmprss11c
,,Gm44289
,,Gm44281
DSCAML1,ENSG00000177103,Dscaml1
,,Gm44233
,,2610300M13Rik
,,Gm12859
,,Gm12857
C1orf210,ENSG00000253313,2610528J11Rik
,,Gm19764
,,Gm6786
RERG,ENSG00000134533,Rerg
,,Gm25473
TMPRSS11D,ENSG00000153802,Tmprss11d
TMEM125,ENSG00000179178,Tmem125
,,Gm55606
,,Gm48388
,,A330032B11Rik
EIF1AX,ENSG00000173674,Eif1ad17
,,Gm55607
EIF1AX,ENSG00000173674,Eif1ad16
MARCHF5,ENSG00000198060,Marchf5
EIF1AX,ENSG00000173674,Eif1ad11
EIF1AX,ENSG00000173674,Eif1ad18
,,Gm8607
EIF1AX,ENSG00000173674,Eif1ad10
EIF1AX,ENSG00000173674,Eif1ad7
MAP7,ENSG00000135525,Map7
EIF1AX,ENSG00000173674,Eif1ad15
,,Eif1ad9
NOC2L,ENSG00000188976,Noc2l
,,Gm47798
ADCK1,ENSG00000063761,Adck1
,,Gm47797
,,5430414B19Rik
OXSM,ENSG00000151093,Oxsm
,,Gm36159
RPL28,ENSG00000108107,Rpl28
,,4930480K02Rik
MAD2L1,ENSG00000164109,Mad2l1
GBP5,ENSG00000154451,Gbp5
,,Gm47794
,,Gm25268
IDE,ENSG00000119912,Ide
,,Rpl31-ps3
,,Gm8517
ARMC10,ENSG00000170632,Armc10
,,1700062C10Rik
,,Gm8514
,,Gm47782
,,Gm47780
,,Gm31804
SIPA1L3,ENSG00000105738,Sipa1l3
,,Gm47779
,,Vmn1r32
,,Gm10403
,,B230110C06Rik
,,Gm5307
,,Vmn1r33
NDRG4,ENSG00000103034,Ndrg4
CFAP57,ENSG00000243710,Cfap57
LRRC3B,ENSG00000179796,Lrrc3b
TPRKB,ENSG00000144034,Tprkb
,,Gm37349
BMPR2,ENSG00000204217,Bmpr2
,,Gm31577
,,Gm47763
,,Gm47759
,,Gm47758
,,Gm47756
,,4921522A10Rik
,,Gm47743
,,4930473H19Rik
,,Gm31517
,,Gm48642
,,Gm38323
,,Gm54554
,,Gm47872
,,Gm18493
,,Gm37480
,,Gm18142
,,Gm47871
GBP4,ENSG00000162654,Gbp7
,,Gm25564
,,Gm47878
NEK10,ENSG00000163491,Nek10
ALLC,ENSG00000151360,Allc
,,Gm38125
TMPRSS11A,ENSG00000187054,Tmprss11a
,,Gm37977
,,Rpl10-ps6
FAM117B,ENSG00000138439,Fam117b
KIF11,ENSG00000138160,Kif11
SAMD11,ENSG00000187634,Samd11
NAPEPLD,ENSG00000161048,Napepld
,,Gm37531
,,Gm18829
RNU6-212P,ENSG00000199512,Gm22069
RNU6-207P,ENSG00000206864,Gm22069
RNU6-323P,ENSG00000253739,Gm22069
LPGAT1,ENSG00000123684,Lpgat1
ANP32D,ENSG00000139223,Anp32a
ANP32A,ENSG00000140350,Anp32a
,,Gm43802
,,Gm7488
,,Gm43160
,,Gm29137
,,Gm15719
,,Gm43675
COLEC11,ENSG00000118004,Colec11
,,Gm17935
,,Gm8663
,,Gm31693
,,Gm46649
,,Tmprss11g
,,Gm43674
,,Gm38345
,,Gm55610
,,Gm43671
,,1700122C19Rik
MAGI3,ENSG00000081026,Magi3
SPTBN2,ENSG00000173898,Sptbn2
,,1810053B23Rik
UBA1,ENSG00000130985,Uba1
,,A530095I07Rik
,,Gm17108
,,4930405J17Rik
ZKSCAN4,ENSG00000187626,Zkscan4
,,Rpl32l
,,Gm48249
EPDR1,ENSG00000086289,Epdr1
,,Gm47252
EBNA1BP2,ENSG00000117395,Ebna1bp2
,,Gm30285
RPS7,ENSG00000171863,Rps7
,,Mir6413
SRD5A1,ENSG00000145545,Srd5a1
BCLAF1,ENSG00000029363,Bclaf1
TMPRSS11F,ENSG00000198092,Tmprss11f
,,Gm56630
,,Dubr
,,Gm4812
,,Gm35514
RNU6-795P,ENSG00000252132,Gm22446
RNU6-1170P,ENSG00000251783,Gm22446
RNU6-320P,ENSG00000252320,Gm26203
,,Gm54511
,,Gm20203
TENT4A,ENSG00000112941,Tent4a
,,Gm38037
,,Gm29326
UBE2S,ENSG00000108106,Ube2s
RNASEH1,ENSG00000171865,Rnaseh1
ICA1L,ENSG00000163596,Ica1l
SLC4A7,ENSG00000033867,Slc4a7
,,Gm15564
CORO2B,ENSG00000103647,Coro2b
PIWIL1,ENSG00000125207,Piwil1
,,A330087D11Rik
,,Gm56100
CRTC3,ENSG00000140577,Crtc3
MX1,ENSG00000157601,Mx1
ADI1,ENSG00000182551,Adi1
,,Gm12853
,,Or13p10
,,Or13p9-ps1
,,Mir6937
,,Vmn2r129
TRAPPC12,ENSG00000171853,Trappc12
,,Gm17872
,,Gm48816
,,Gm48817
,,Gm18313
,,Gm35618
,,Vmn2r125
,,Gm48819
,,Or13p4
UBE2QL1,ENSG00000215218,Ube2ql1
,,Or13p3
,,4930547H16Rik
FGD2,ENSG00000146192,Fgd2
,,Gm20288
,,Med10
,,Or13p8
,,Gm9242
5S_rRNA,ENSG00000277411,Gm54801
MX1,ENSG00000157601,Mx2
RBM4B,ENSG00000173914,Rbm4b
,,Or13p5
,,Gm18290
,,Gm44931
,,Nat8b-ps
,,Gm15880
,,Vmn1r34
,,Or10ak14
NEK2,ENSG00000117650,Nek2
,,Gm55802
PLAUR,ENSG00000011422,Plaur
TF,ENSG00000091513,Trf
,,Or10ak13
,,Gm7542
SRGAP3,ENSG00000196220,Srgap3
,,Gm12276
,,Gm12855
PIGL,ENSG00000108474,Pigl
,,Or10ak12
,,AF067063
,,D13Ertd608e
,,Or10ak11
,,Gm21358
,,Or10ak10-ps1
,,Gm37206
,,Gm37619
,,Or10ak9
RBM4,ENSG00000173933,Rbm4
,,Tcstv1
,,Gm12278
,,Or10ak16
,,Gm21761
,,Gm12949
,,Gm21181
,,B020031M17Rik
,,Or10ak8
,,Gm20784
MAPK9,ENSG00000050748,Mapk9
,,Gm36161
,,Or10ak7
TMPRSS2,ENSG00000184012,Tmprss2
ANKHD1,ENSG00000131503,Ankhd1
,,1700034H15Rik
,,Gm21370
,,Gm55809
SETD6,ENSG00000103037,Setd6
,,Gm22108
,,Gm12856
,,Anxa2r2
,,Gm12863
,,Anxa2r1
,,Lao1
,,Gm24798
